DOC CODE,DOC DESCRIPTION,PROP,FIRST PARTY,SECOND PARTY,AMOUNT,COMMENTS
SUB,SUBORDINATION OF DEED OF TRUST,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party (gaining rights),N,
SUB,SUBORDINATION OF LEASE,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party (gaining rights),N,
SUB,SUBORDINATION OF LIEN,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party (gaining rights),N,
SUB,SUBORDINATION TO A LEASE,O,"subordinating, inferior party (sig.)  (giving up rights)",superior party – the current lessee,N,
SAG,SUBROGATION AGREEMENT,O,subrogor  (giving up),subrogee  (gaining),N,
ALD,SUBSTITUTE TRUSTEE’S ASSESSMENT LIEN DEED,O,"sig., party sig. represents (if other than self) & party assessed against (owner)",purchaser,N,
TD,"SUBSTITUTE TRUSTEE’S DEED (dealing with Foreclosure, otherwise see below)",O,Borrowers,"purchaser (struck off to; grant, sell and convey unto)",N,Trustee not needed.
DE,SUBSTITUTE TRUSTEE’S DEED OF DISTRIBUTION ECT. (Not dealing with foreclosure),O,signature (show Trustee after name) & who trustee represents              ,granted unto  ,N,
ADDT,SUBSTITUTION OF COLLATERAL ON DEED OF TRUST,O,"sig., Borrower",Lender,N,
AT,SUBSTITUTION OF TRUSTEE,O,"signature & Borrower, if applies",being removed & being appointed (show TRUSTEE and SUB TRUSTEE respectively   after names)  ,N,
RE,SUBSTITUTION OF TRUSTEE AND FULL RECONVEYANCE ,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note- Deed of Trust executed by:’, ‘ borrower’)",N,
RE,SUBSTITUTION OF TRUSTEE AND RELEASE OF DEED OF TRUST,O,signature (lender),"being released  (use name in the ‘release statement’ if available, else, use the ‘Note- Deed of Trust executed by:’, ‘ borrower’)",N,
SU,SUIT   (CERTIFIED COPY OF),O,Plaintiff,Defendant,N,"*If single party suit, Grantee – PUBLIC
*Use this Only when no other code fits the circumstance.
*See Supervisor for Permission to Use"
DT,SUPPLEMENT OF/TO DEED OF TRUST,O,signature,Lender,N,
DT,SUPPLEMENTAL DEED OF TRUST,O,signature,Lender,N,
EM,SUPPLEMENTAL EASEMENT,O,signature,granted easement,N,
ID,SUPPLEMENTAL INDENTURE,O,signature,lender,N,
LS,SURFACE LEASE,O,lessor (sig.),lessee,N,
AG,SURFACE USE AGREEMENT,O,"signature, Property owner","other party, usually Operator",N,
SP,SURVEY PLAT,O,"sig., usually the Surveyor (show title) & Property Owner (if given) and property name","sig., usually the Surveyor (show title) & Property Owner (if given) and property name",N,
CT,SURVEYORS CERTIFICATE,O,signatory party,current property owner & property name,N,
TTL,SWORN STATEMENT AUTHORIZING TRANSFER OF TAX LIEN,O,"signatory party & Taxpayer  & taxing authorities, if signing (check for taxing entities signatures among notaries)",transferred to,N," (index taxing entities as who is represented: EX. Tax Collector for the City of Greenville
OR Betty Sue Smith, Tax Collector for the City of Greenville.  KEY:  Greenville City Of"
AG,TAX AGREEMENT,O,signature,other party,N,
CT,TAX CERTIFICATE (sometimes shown as TAX RECEIPT),O,taxing authorities,current property owner,N,
TXD,TAX DEED ,O,Signature  (use title after  name) & property owner,purchaser,N,(usually real property)
TXL,TAX LIEN,O,government,taxpayer,N,*Do NOT use for Federal Tax Lien or Tax Lien by State in which you are indexing
CTR,TAX LIEN CONTRACT (pursuant to Section 32.065 of Texas Tax Code),O,signatory parties  (property owners),tax lien holder,N,
RED,TAX REDEMPTION,O,signature (party redeeming),redeemed from,N,
TXD,TAX RESALE DEED,O,"signatory party, (seller)",purchaser,N,"(Usually has already been sold to the Taxing Entities at Sheriff’s 
Auction and now is being Resold by the Taxing Entities to recoup their money).
**(Defendant, if shown, is Not needed on this document)"
TXS,TAX SALE,O,government & Taxpayer,purchaser,N,(this is usually dealing with personal property)
ASL,TERM ASSIGNMENT  ,O,party assigning (sig.),assigned to,N,
ASL,TERM ASSIGNMENT  ,O,party assigning (sig.),assigned to,N,
TRM,TERMINATION,O,signatory party ,party terminated,N,
TRM,TERMINATION OF ARCHITECTURAL CONTROL COMMITTEE,O,signatory party ,Committee or Association Name ,N,"Grantee (ex. Architectural Control Committee of Restful Shores;
Homeowners Association of Willow Bend, or Willow Bend
Homeowners Association)"
REA,TERMINATION OF ASSIGNMENT OF CHILD SUPPORT LIEN (Certificate or Notice of),O,signature (usually the State) & party claimed against (Obligor),party support payable to (Obligee) (Not the child),N,
REA,TERMINATION OF ASSIGNMENT OR TRANSFER,O,signatory party,party being assigned/transferred unto,N,
TRM,TERMINATION OF HOMEOWNERS ASSOCIATION,O,signatory party ,Committee or Association Name ,N,"Grantee (ex. Architectural Control Committee of Restful Shores;
Homeowners Association of Willow Bend, or Willow Bend
Homeowners Association)"
TLS,TERMINATION OF LEASE,O,signatory party ,party terminated,N,
RR,TERMINATION OF RESTRICTIVE COVENANTS,O,signature ,"Property name & if dealing with reversion, party released to (usually owners)",N,
TT,TERMINATION OF TRUST,O,signature ,"Trust Name or ""PUBLIC""",N,
AF,TEXAS HOME EQUITY AFFIDAVIT & AGREEMENT,O,signature (borrower),"""PUBLIC""",N,
AF,TEXAS HOME EQUITY AFFIDAVIT AND AGREEMENT,O,signatory party (purchaser),"""PUBLIC""",N,
DT,TEXAS HOME EQUITY DEED OF TRUST,O,"signature (owner, borrower)","lender  (beneficiary, payable to the order of, justly indebted to))",N,
DT,TEXAS HOME EQUITY SECURITY INSTRUMENT (LEIN),O,"signature (owner, borrower)","lender  (beneficiary, payable to the order of, justly indebted to))",N,
ML,TEXAS RESIDENTIAL CONSTRUCTION CONTRACT (WITH OR WITHOUT TRANSFER OR ASSIGNMENT OF LIEN),O,signature (owner)                                        ,"contractor & assigned to party, if assignment (transfer) involved",N,
NO,TEXAS WATER RIGHTS CLAIM,O,signature,"""TEXAS WATER COMMISSION""",N,
NO,TEXAS WATER RIGHTS CLAIM,O,signature,TEXAS WATER COMMISSION,N,
AG,THIRD PARTY LENDER AGREEMENT,O,third party lender  (signature),other lenders (signature) and assigned to party at signature ,N,Grantee - (usually USA Small Business Administration) and Borrowers
CTR,TIMBER CONTRACT,O,signatory party (seller) ,purchaser,N,
TBD,TIMBER DEED,O,signatory party (seller) ,purchaser,N,
M,TRADE NAME,O,signature,"Trade Name  Or ""PUBLIC""",N,
CC,"TRADE NAME, CERTIFIED COPY OF",O,signature,"Trade Name  Or ""PUBLIC""",N,
AJ,TRANSCRIPT OF JUDGMENT,O,party recovering,party recovered against,N,
TF,TRANSFER,O,"signature & Borrower, if applies",transferred to,N,"*If multiple transfers with more than 8 borrowers, do not index any borrowers
ALL COUNTIES – IF “TRANSFER” IS THE TITLE, USE THIS CODE (TF) .  YOU DO NOT HAVE
TO READ  INTO THE DOCUMENT TO SEE IF WHAT IS BEING TRANSFERED.  HOWEVER, IF
THIS TITLE HAS OTHER COMPONENTS THE COMPLETE TITLE SHOULD BE CONSIDERED
IF NO TITLE YOU MUST READ TO DETERMINE WHAT IS BEING TRANSFERRED AND CODE
APPROPRIATELY.
"
TF,TRANSFER & ASSIGNMENT,O,"signature & Borrower, if applies",transferred to,N,"*If multiple transfers with more than 8 borrowers, do not index any borrowers
ALL COUNTIES – IF “TRANSFER” IS THE TITLE, USE THIS CODE (TF) .  YOU DO NOT HAVE
TO READ  INTO THE DOCUMENT TO SEE IF WHAT IS BEING TRANSFERED.  HOWEVER, IF
THIS TITLE HAS OTHER COMPONENTS THE COMPLETE TITLE SHOULD BE CONSIDERED
IF NO TITLE YOU MUST READ TO DETERMINE WHAT IS BEING TRANSFERRED AND CODE
APPROPRIATELY.
"
TL,TRANSFER & ASSIGNMENT OF LIEN,O,signatory party  & Borrower,transferred to,N,"*If multiple transfers with more than 8 borrowers, do not index any borrowers"
TF,TRANSFER & CONVEYANCE,O,"signature & Borrower, if applies",transferred to,N,"*If multiple transfers with more than 8 borrowers, do not index any borrowers
ALL COUNTIES – IF “TRANSFER” IS THE TITLE, USE THIS CODE (TF) .  YOU DO NOT HAVE
TO READ  INTO THE DOCUMENT TO SEE IF WHAT IS BEING TRANSFERED.  HOWEVER, IF
THIS TITLE HAS OTHER COMPONENTS THE COMPLETE TITLE SHOULD BE CONSIDERED
IF NO TITLE YOU MUST READ TO DETERMINE WHAT IS BEING TRANSFERRED AND CODE
APPROPRIATELY.
"
EST,TRANSFER CERTIFICATE,O,signature (usually government),decedent,N,
ASJ,TRANSFER OF ABSTRACT OF JUDGMENT,O,party transfering (sig.) & debtor (recovered against),assigned to,N,
TL,TRANSFER OF ANY OF THE “LC” LIEN AFFIDAVIT/CLAIM/NOTICE DOCUMENTS,O,signatory party & party claimed against,transferred to,N,
ASJ,TRANSFER OF JUDGMENT,O,party transfering (sig.) & debtor (recovered against),assigned to,N,
TFL,TRANSFER OF LEASE,O,signatory party ,transferred to,N,
TL,TRANSFER OF LIEN,O,signatory party  & Borrower,transferred to,N,"*If multiple transfers with more than 8 borrowers, do not index any borrowers"
ASM,TRANSFER OF MINERAL AND ROYALTY INTEREST,O,party assigning (sig.),assigned to,N,
ASM,TRANSFER OF MINERAL INTEREST,O,party assigning (sig.),assigned to,N,
TF,TRANSFER OF NET PROFITS ,O,party assigning (sig.),assigned to,N,
TF,TRANSFER OF OPTION,O,party assigning (sig.),assigned to,N,
ASR,TRANSFER OF OVERRIDING ROYALTY (ROYALTIES),O,party assigning (sig.),assigned to,N,
TF,TRANSFER OF PRODUCTION PAYMENT,O,party assigning (sig.),assigned to,N,
ASM,TRANSFER OF ROYALTY AND MINERAL INTEREST,O,party assigning (sig.),assigned to,N,
ASR,TRANSFER OF ROYALTY INTEREST,O,party assigning (sig.),assigned to,N,
ASR,TRANSFER OF ROYALTY INTEREST OVERRIDING,O,party assigning (sig.),assigned to,N,
TTL,TRANSFER OF TAX LIEN,O,"signatory party & Taxpayer  & taxing authorities,",transferred to,N,"Grantor- if signing (check for taxing entities signatures among notaries)
 (index taxing entities as who is represented: EX. Tax Collector for the City of Greenville
OR Betty Sue Smith, Tax Collector for the City of Greenville.  KEY:  Greenville City Of"
TUA,TRUST AGREEMENT,O,signatory party ,Trust Name & trustee appointed (use trustee after name),N,"*If all sign & no definition made, index all as Grantor/Grantee
*Do not need to index successor or alternate trustees from within document"
TUA,TRUST DECLARATION,O,signatory party ,Trust Name & trustee appointed (use trustee after name),N,"*If all sign & no definition made, index all as Grantor/Grantee
*Do not need to index successor or alternate trustees from within document"
TUA,TRUST INDENTURE,O,signatory party ,Trust Name & trustee appointed (use trustee after name),N,"*If all sign & no definition made, index all as Grantor/Grantee
*Do not need to index successor or alternate trustees from within document"
ALD,TRUSTEE’S ASSESSMENT LIEN DEED,O,"sig., party sig. represents (if other than self) & party assessed against (owner)",purchaser,N,
TD,"TRUSTEE’S DEED   (dealing with Foreclosure, otherwise see listing above)",O,Borrowers,purchaser  (struck off to),N,Trustee not needed.
TD,TRUSTEE’S DEED BY SUBSTITUTE TRUSTEE,O,Borrowers,purchaser  (struck off to),N,Trustee not needed.
DE,TRUSTEE’S DEED OF DISTRIBUTION ECT.  (NOT dealing with FORECLOSURE),O,signature (show Trustee after name) & who trustee represents        ,granted unto  ,N,
MD,TRUSTEE’S MINERAL DEED,O,signature (show Trustee after name) & who trustee represents,purchaser,N,
UAB,UNIT ABANDONMENT ,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,"

UNIT NAME INFORMATION
Unit names using double names index as shown in the examples below
Example:  Standard Oil - John T. Joseph Gas Unit #1
Index:    STANDARD OIL JOHN T JOSEPH GAS UNIT #1
Example: H. L. Hunt – Lester E. Ewing Unit #4
Index:   HUNT H L LESTER E EWING UNIT #4
Example:  Barnwell Oil Unit No. 75, Well No. 1 (Jacob Bell, et al, Fee)
Index:  BARNWELL OIL UNIT #75 WELL #1 JACOB BELL ET AL FEE
Example:  Bethany (4300’ Glen Rose) North Unit
Index:  BETHANY 4300’ GLEN ROSE NORTH UNIT
"
UA,UNIT AGREEMENT,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,"

UNIT NAME INFORMATION
Unit names using double names index as shown in the examples below
Example:  Standard Oil - John T. Joseph Gas Unit #1
Index:    STANDARD OIL JOHN T JOSEPH GAS UNIT #1
Example: H. L. Hunt – Lester E. Ewing Unit #4
Index:   HUNT H L LESTER E EWING UNIT #4
Example:  Barnwell Oil Unit No. 75, Well No. 1 (Jacob Bell, et al, Fee)
Index:  BARNWELL OIL UNIT #75 WELL #1 JACOB BELL ET AL FEE
Example:  Bethany (4300’ Glen Rose) North Unit
Index:  BETHANY 4300’ GLEN ROSE NORTH UNIT
"
UA,UNIT DECLARATION,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,UNIT NAME INFORMATION
UA,UNIT DESIGNATION,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,UNIT NAME INFORMATION
UAB,UNIT DISSOLUTION,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,UNIT NAME INFORMATION
URA,UNIT RATIFICATION ,O,"signature- usually property owner, mineral owner, or royalty owner.
IF Lessee or Operator also sign, index as additional Grantees not Grantors  
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME*** 
Grantor- Lessee","Unit name  OR if no Unit Name index LESSEE (Current Lessee) 
(IF Title shows  Lease Being Ratified, Index both Unit Name & Current Lessee, if both given.
***IF ONLY THE LESSEE SIGNS & THERE IS NO UNIT NAME***
 Grantee- ""PUBLIC""",N,UNIT NAME INFORMATION
MC,"UNIVERSAL, COUNTY WIDE, SALE, CONVEYANCE & ASSIGNMENT OF MINERAL & ROYALTY INTEREST",O,signatory party  ,"conveyed, sold to",N,
ROC,"UNIVERSAL, COUNTY WIDE, SALE, CONVEYANCE & ASSIGNMENT OF ROYALTY  INTEREST",O,signatory party  ,"conveyed, sold to",N,
DE,UNTITLED DEED,O,,,N,"Unless this is a specific kind of Deed, ie; Mineral Deed, Sheriffs Deed, Trustees Deed etc., you will just title the document as a Deed.  You do not have to read into the fine print to see if there  is a warrant clause, a special warrant or general warrant clause.  You will just title the document as a DEED. Specific kinds of Deeds are recognizable because of what is being conveyed or who is conveying."
VV,Unused File Number,O,"""UFN\""","""UFN\""",N,
VP,VACATION OF PLAT,O,"sig., usually the Surveyor (show title) & Property Owner (if given) and property name","sig., usually the Surveyor (show title) & Property Owner (if given) and property name",N,"*At this time Index Only Property being vacated, not reversion property"
VAR,VARIANCE,O,granting  (sig.),granted to,N,
VV,VOID,O,DO NOT INDEX      (OR IN SOME CASES)  --   UNUSED FILE NUMBER,DO NOT INDEX      (OR IN SOME CASES)  --   UNUSED FILE NUMBER,N,"*This is for a document initially accepted for filing, issued document # etc., then 
   either refused or withdrawn before completion of filing.  Key document # and
   book, volume & page (if given), Grantor/ Grantee as shown above and 
   Filed Date (if no date use from the previous document).







"
WAV,WAIVER,O,signatory party ,"other party  Or ""PUBLIC""",N,
WO,WAIVER AND RELEASE OF RIGHT OF FIRST REFUSAL,O,signatory party (party waiving rights),party rights waived unto,N,
WAV,WAIVER OF LIEN,O,signatory party ,"other party  Or ""PUBLIC""",N,
REL,WAIVER OF LIENS AND FULL RELEASE,O,signatory party (Contractor so far),other parties (borrower (owner) & lender (so far this is true),N,"This doc. is dealing with owner who can’t pay mortgage, facing foreclosure and
 Contractor is taking deal and releasing anything they might be owed.  There is 
usually a lot of property shown on document.  Property to index, if any, is property
that is effected by this document, so far it has been on Exhibit “C” only. 
 Property on Exhibit C is not always for your County, be sure to check.







"
WO,WAIVER OF OPTION,O,signatory party (party waiving rights),party rights waived unto,N,
WAV,WAIVER OF PRIORITY OF DEED OF TRUST,O,"signature, holder of lien","other party, borrower",N,
WR,WAIVER OF RESTRICTIVE COVENANTS,O,signature ,other party & Property name,N,
WO,WAIVER OF RIGHT OF FIRST REFUSAL,O,signatory party (party waiving rights),party rights waived unto,N,
WRR,WAIVER OF RIGHT OF REDEMPTION,O,signatory party ,Seller & Purchaser (if any purchaser shown),N,
 WD,WARRANTY DEED,O,Seller (signature),"Purchaser  (Grant, Sell & Convey unto)",N,
 WD,WARRANTY DEED WITH VENDORS LIEN,O,Seller (signature),"Purchaser  (Grant, Sell & Convey unto)",N,
WAS,WASTE DISPOSAL SITE,O,"signatory party (usually owner) index all owners named in document, even if not signing","""""PUBLIC""""",N,
NO,WATER & SEWER SERVICE NOTICE,O,signature,"other party  Or  ""PUBLIC""",N,
PE,WATER PERMIT,O,signatory party ,granted permit,N,
NO,WATER RIGHTS CLAIM,O,signature,TEXAS WATER COMMISSION,N,
LC,WATER/SEWER LIEN     (ASSESSMENT),O,signature  (usually a City),claimed against,N,
APL,WELL APPLICATION,O,signatory party ,applied to  ,N,
WIL,WILL (CERTIFIED COPY OF),O,signature  (person making will),"""PUBLIC""",N,"*If combined with other documents go to PROBATE for instructions. Do not need to included ""deceased"" designation if given on document for party name(s)"
WW,WITHDRAWAL,O,signature,other party,N,
NFT,WITHDRAWAL OF NOTICE OF FEDERAL TAX LIEN,O,"government  (""U S A INTERNAL REVENUE SERVICE"")",taxpayer,O,
WAN,WITHDRAWAL or ABANDONMENT OF ASSUMED NAME,O,signatory party ,Business name withdrawn from,N,"*(Do not abbreviate, spell out all words in new name)
*IF the Business name starts with “The” you will need to key 2 times. 
 Example:  The Learning Tree Nursery  -key as shown and again as:
                    Learning Tree Nursery
*IF the Business name involves a Human Name you will need to key 2 times.
Example:  Sarah K. Riley’s Swap Shop  -key folowing usual rules
                        RILEYS SARAH K SWAP SHOW     
  AND again as: SARAH K RILEYS SWAP SHOP   (straight-forward)




"
WT,WRIT,O,signatory party,party issued for                       ,N," *If this is 2 party suit 
Grantor- Plaintiff 
Grantee- Defendant

*If this is 1 party suit
Grantor-Plaintiff
Grantee- PUBLIC"
WT,WRIT OF ATTACHMENT,O,signatory party,party issued for                       ,N," *If this is 2 party suit 
Grantor- Plaintiff 
Grantee- Defendant

*If this is 1 party suit
Grantor-Plaintiff
Grantee- PUBLIC"
SOA,STATEMENT OF APPOINTED OFFICER,N,FIRST PARTY,SECOND PARTY,N,
